sale_date,sale_price,latitude,longitude,city,zoning,land_val,imp_val,year_built,sqft_lot,sqft,grade,fbsmt_grade,home_condition,stories,beds,bath_full,bath_3qtr,bath_half,garb_sqft,gara_sqft,wfnt,golf,greenbelt,noise_traffic,view_rainier,view_olympics,view_cascades,view_territorial,view_skyline,view_sound,view_lakewash,view_otherwater,year,zipcode
2018-04-25,450000,47.52676251,-122.2757983,SEATTLE,RSL (M),559000,134000,1980,9417,1910,7,0,5,1.0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98118
2018-05-03,430000,47.52008569,-122.3509498,SEATTLE,NR3,207000,280000,1942,4305,720,6,0,4,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98106
2018-05-01,275000,47.51959285,-122.3595588,SEATTLE,RSL (M),352000,1000,1923,7680,1000,6,0,1,1.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98106
2018-04-25,1180000,47.67053888,-122.2873436,SEATTLE,NR3,643000,582000,1962,4500,2520,7,7,5,1.0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98105
2018-04-18,350000,47.71854486,-122.2866352,SEATTLE,NR2,482000,223000,1928,12491,1130,6,0,3,1.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98125
2018-05-04,790000,47.50540676,-122.3812732,SEATTLE,NR2,472000,449000,1939,12112,2310,7,6,3,1.0,4,1,1,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,2018,98146
2018-04-30,465000,47.51917293,-122.3731052,SEATTLE,NR3,245000,303000,1951,5000,1080,7,0,3,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98126
2018-04-30,985000,47.56032482,-122.2716928,SEATTLE,NR3,456000,542000,1942,7200,1310,7,6,4,1.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98118
2018-04-27,730000,47.6052039,-122.3132441,SEATTLE,NR3,573000,167000,1922,4800,1000,7,0,3,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2018,98122
2018-05-01,665200,47.52959844,-122.3702686,SEATTLE,NR2,302000,372000,1956,7500,1240,6,0,4,1.5,4,1,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,2018,98126
2018-04-30,2400000,47.58842583,-122.3920053,SEATTLE,NR3,1040000,1748000,1930,5553,4730,9,7,5,2.0,5,2,1,2,0,430,0,0,0,0,0,4,0,4,0,4,0,0,2018,98116
2018-05-02,1085000,47.71218234,-122.366973,SEATTLE,NR1,722000,557000,1976,13100,2030,8,7,5,1.0,4,2,1,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98177
2018-04-23,960000,47.68933474,-122.3535625,SEATTLE,NR3,557000,332000,1915,3774,1870,7,7,4,1.0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98103
2018-04-26,650000,47.54375123,-122.2906168,SEATTLE,RSL (M),484000,332000,1966,5602,1950,7,6,5,1.0,4,2,0,1,290,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98118
2018-05-04,830000,47.62839667,-122.2991817,SEATTLE,NR3,881000,101000,1953,8071,1590,7,0,3,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98112
2018-05-02,780000,47.68395661,-122.318306,SEATTLE,NR3,419000,399000,1924,4120,1610,7,6,3,1.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98115
2018-05-08,930000,47.68652697,-122.3867733,SEATTLE,NR3,525000,566000,1941,4500,1970,7,6,5,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98117
2018-04-28,662000,47.57889223,-122.3026134,SEATTLE,NR3,272000,434000,1965,4800,1480,7,6,3,1.0,3,2,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98144
2018-05-07,560000,47.51729856,-122.2729201,SEATTLE,NR3,173000,585000,1968,5400,2220,7,7,5,1.0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98118
2018-05-03,825000,47.52415854,-122.3835034,SEATTLE,NR2,414000,689000,1953,6783,2620,8,7,4,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018,98136
2018-05-03,688200,47.71155215,-122.2849943,SEATTLE,NR2,417000,315000,1957,5400,1300,7,0,3,1.0,3,1,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,2018,98125
2018-05-04,453800,47.51745862,-122.2724809,SEATTLE,NR3,182000,347000,1960,6588,1290,7,0,3,1.0,3,2,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,2018,98118
2018-05-07,338250,47.52771269,-122.3544598,SEATTLE,NR3,220000,486000,1956,5480,1620,7,7,5,1.0,3,2,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98106
2018-04-26,565000,47.50276883,-122.2502364,SEATTLE,NR2,184000,497000,1986,7238,1910,7,7,3,1.0,3,2,0,1,320,180,0,0,0,0,0,0,0,0,0,0,0,0,2018,98178
2018-05-04,872000,47.68966455,-122.3108261,SEATTLE,NR3,489000,443000,1944,5700,1600,7,6,4,1.0,3,2,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98115
2018-05-04,600000,47.54958628,-122.3767586,SEATTLE,NR3,342000,348000,1940,5650,1050,7,6,3,1.0,3,1,0,1,200,0,0,0,0,2,0,0,0,0,0,1,0,0,2018,98126
2018-05-07,1805358,47.55360729,-122.4002759,SEATTLE,NR3,1135000,1056000,1989,22979,2860,9,8,4,2.0,3,1,2,1,240,0,3,0,0,1,0,4,0,4,0,4,0,0,2018,98136
2018-04-30,1530000,47.68297056,-122.3326491,SEATTLE,NR3,1049000,570000,1924,6120,2370,8,0,4,1.5,4,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,2018,98103
2018-04-25,648000,47.72970462,-122.3006647,SEATTLE,NR2,406000,336000,1953,7666,1810,7,5,4,1.0,4,1,0,1,310,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98125
2018-04-20,1349000,47.63758667,-122.3611855,SEATTLE,NR3,575000,795000,1913,2400,2170,8,8,5,2.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98119
2018-04-25,915000,47.52355851,-122.3859138,SEATTLE,NR2,468000,545000,1952,6000,2300,8,7,3,1.0,4,2,0,0,180,0,0,0,0,0,0,0,0,2,0,2,0,0,2018,98136
2018-05-07,2165000,47.59895742,-122.2929704,SEATTLE,NR3,1052000,1327000,1905,10800,5080,10,7,5,2.0,5,1,1,1,0,460,0,0,0,1,0,0,0,0,0,0,0,0,2018,98144
2018-05-02,717000,47.71886205,-122.3699806,SEATTLE,NR2,628000,129000,1950,8100,990,7,0,4,1.0,3,1,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,2018,98177
2018-04-30,475000,47.53245468,-122.3587089,SEATTLE,NR3,220000,362000,1956,5160,900,7,0,4,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98106
2018-05-01,905000,47.63798153,-122.3992958,SEATTLE,NR3,732000,404000,1946,5063,1710,8,6,3,1.0,2,1,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98199
2018-04-25,669000,47.67522043,-122.3237016,SEATTLE,NR3,491000,236000,1907,3000,1130,7,0,3,1.5,3,1,0,0,220,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,98115
2018-04-30,661000,47.69184714,-122.379264,SEATTLE,RSL (M),374000,323000,1947,4000,1290,6,5,3,1.0,5,2,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,2018,98117
2018-05-01,740000,47.67123584,-122.3615153,SEATTLE,NR3,433000,416000,1910,3800,1010,7,0,4,1.5,2,1,1,0,180,0,0,0,0,0,0,0,0,2,0,0,0,0,2018,98107
2018-04-30,701000,47.54872841,-122.2792685,SEATTLE,NR3,308000,296000,1908,4200,1030,7,0,4,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98118
2018-05-03,500000,47.52255832,-122.2736683,SEATTLE,RSL (M),184000,230000,1920,7128,730,6,0,3,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98118
2018-05-03,825000,47.68444855,-122.3758075,SEATTLE,NR3,520000,456000,1940,5096,2260,7,6,4,1.0,4,1,1,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98117
2018-05-07,759000,47.58184812,-122.3064976,SEATTLE,NR3,337000,498000,1953,6000,1960,7,6,4,1.0,5,2,0,1,220,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98144
2018-05-08,810000,47.6447369,-122.4043325,SEATTLE,NR3,558000,650000,1953,3386,2460,8,6,4,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2018,98199
2018-05-01,489700,47.52504478,-122.3568092,SEATTLE,NR3,244000,274000,1919,6450,900,6,0,4,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98106
2018-05-07,530000,47.53002404,-122.3216211,SEATTLE,RSL (M),206000,325000,1900,5000,1150,7,0,5,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98108
2018-05-09,875000,47.67535187,-122.2812688,SEATTLE,NR3,745000,432000,1947,6750,1720,7,6,5,1.0,3,2,1,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,2018,98115
2018-05-07,715000,47.57402821,-122.4090445,SEATTLE,NR3,509000,502000,1918,5287,1330,7,7,4,1.0,2,1,1,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,2018,98116
2018-05-07,975000,47.63648466,-122.3925322,SEATTLE,NR3,573000,579000,1909,4200,2120,8,7,4,1.5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98199
2018-05-04,1959500,47.68173109,-122.2720511,SEATTLE,NR3,786000,1164000,1975,7375,3370,9,8,4,1.0,4,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2018,98115
2018-05-02,420000,47.50179563,-122.241055,SEATTLE,NR3,203000,229000,1944,6050,1130,6,0,3,1.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98178
2018-04-27,826000,47.66471252,-122.3590533,SEATTLE,NR3,515000,505000,1958,3300,1780,7,7,5,1.0,3,2,0,0,280,0,0,0,0,3,0,3,0,3,0,0,0,0,2018,98107
2018-05-03,1400000,47.64879439,-122.4049998,SEATTLE,NR3,841000,733000,1951,6150,3100,9,7,4,1.0,4,1,2,0,0,380,0,0,0,0,0,0,2,3,0,1,0,0,2018,98199
2018-05-07,650000,47.51501448,-122.3757829,SEATTLE,NR3,251000,489000,1942,6300,1390,7,0,5,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98126
2018-05-03,1400000,47.63500658,-122.3487902,SEATTLE,NR3,1098000,1047000,1988,4000,3100,10,7,3,2.0,4,2,0,1,360,140,0,0,0,0,0,0,0,0,0,0,0,0,2018,98109
2018-05-01,736000,47.57322228,-122.3076523,SEATTLE,RSL (M),325000,356000,1909,4125,950,7,6,4,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98144
2018-04-30,1615000,47.68538058,-122.3063597,SEATTLE,NR3,637000,1024000,1930,5116,2880,8,7,5,1.5,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,98115
2018-05-05,745000,47.66040451,-122.3600788,SEATTLE,NR3,517000,301000,1922,2720,1250,7,6,4,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98107
2018-05-02,575000,47.51602586,-122.2657666,SEATTLE,NR3,182000,420000,1910,6500,960,7,0,5,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98118
2018-05-10,2150000,47.65731158,-122.2707428,SEATTLE,NR1,1776000,1034000,1925,20707,3800,9,8,3,2.0,5,2,1,1,750,0,0,0,0,0,0,0,4,4,0,0,4,0,2018,98105
2018-05-04,1225000,47.57203103,-122.3795846,SEATTLE,NR3,354000,731000,1918,5000,3120,8,7,4,2.0,6,2,0,1,180,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98126
2018-05-01,1260206,47.64947218,-122.4134346,SEATTLE,NR3,686000,592000,1952,4350,2280,8,7,4,1.0,3,1,1,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98199
2018-04-24,625000,47.51628001,-122.3813563,SEATTLE,NR2,289000,457000,1930,8460,1550,7,0,4,1.5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98126
2018-05-02,450000,47.73224638,-122.3000623,SEATTLE,NR2,442000,127000,1926,10710,850,7,0,3,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98125
2018-05-09,931000,47.56966854,-122.3845217,SEATTLE,NR3,372000,693000,1914,5175,1660,8,7,5,1.5,4,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2018,98116
2018-05-06,876500,47.68533704,-122.3130412,SEATTLE,NR3,609000,390000,1928,3599,1400,7,0,4,1.5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98115
2018-05-09,750000,47.68202715,-122.3470695,SEATTLE,NR3,646000,224000,1903,4635,1310,7,0,3,1.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98103
2018-05-02,915000,47.693298,-122.3085248,SEATTLE,NR3,506000,444000,1941,6380,1890,7,6,4,1.0,3,2,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98115
2018-05-09,760000,47.54272527,-122.386152,SEATTLE,RSL (M),341000,503000,1941,6250,1850,7,7,4,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98136
2018-05-03,863000,47.67468234,-122.3940212,SEATTLE,NR3,560000,377000,1909,5000,1420,7,0,3,1.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98107
2018-05-07,410500,47.52783931,-122.3554467,SEATTLE,NR3,208000,457000,1942,5120,1660,6,6,5,1.0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,98106
2018-05-10,1200000,47.6505526,-122.368284,SEATTLE,NR3,839000,687000,1971,7600,3130,8,8,3,1.0,4,3,0,0,650,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,98119
2018-05-03,701000,47.57305652,-122.3749787,SEATTLE,NR3,342000,535000,1912,5500,2440,7,6,4,1.0,3,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2018,98126
2018-05-02,575000,47.56819912,-122.3615041,SEATTLE,NR3,319000,301000,1917,5000,1140,7,0,3,1.0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,2018,98106
2018-05-09,747000,47.5640065,-122.3810166,SEATTLE,RSL (M),314000,475000,1919,3795,1560,6,6,4,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98116
2018-05-01,767000,47.69920403,-122.3789345,SEATTLE,NR3,557000,253000,1944,5000,890,7,6,4,1.0,2,1,0,0,270,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,98117
2018-05-08,1150000,47.68293115,-122.3953836,SEATTLE,NR3,576000,457000,1912,5500,1890,7,7,4,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98117
2018-05-09,662000,47.50613946,-122.3794165,SEATTLE,NR2,273000,533000,1953,9180,2350,8,7,3,1.0,4,1,1,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,2018,98146
2018-05-09,462000,47.50797896,-122.2620712,SEATTLE,NR2,182000,378000,1955,6750,2160,7,5,3,1.0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98178
2018-05-03,520000,47.50073911,-122.3750458,SEATTLE,NR2,273000,394000,1955,9357,1080,7,0,4,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98146
2018-05-07,3050000,47.62974208,-122.2858779,SEATTLE,NR2,2883000,1134000,1928,10200,4730,10,9,5,2.5,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98112
2018-05-08,641000,47.54966305,-122.3563036,SEATTLE,NR3,273000,319000,1977,6827,990,7,0,4,1.0,3,1,1,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,2018,98106
2018-05-09,825000,47.66416006,-122.3613602,SEATTLE,NR3,558000,807000,1944,5820,2750,8,7,5,1.5,4,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2018,98107
2018-05-11,565000,47.53102964,-122.3675727,SEATTLE,NR3,272000,472000,1944,6400,1540,6,6,5,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98126
2018-05-02,535000,47.7001619,-122.3065793,SEATTLE,NR3,489000,181000,1948,6496,1100,7,0,3,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98115
2018-04-24,888889,47.66526506,-122.3376835,SEATTLE,NR3,521000,529000,1900,4013,1830,7,6,5,1.5,3,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2018,98103
2018-05-08,703000,47.54135345,-122.3788367,SEATTLE,NR3,394000,446000,1929,6297,1740,7,6,4,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018,98126
2018-05-08,550000,47.71478375,-122.2965193,SEATTLE,NR3,369000,368000,1948,19966,1970,7,6,3,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98125
2018-05-09,849950,47.71914609,-122.3619224,SEATTLE,NR2,619000,400000,1972,7680,2440,8,8,3,1.0,4,1,2,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98177
2018-05-07,435000,47.55668881,-122.3659427,SEATTLE,NR3,266000,234000,1920,5480,850,6,0,4,1.0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2018,98106
2018-05-09,390000,47.54736293,-122.303091,SEATTLE,NR3,257000,303000,1978,4850,1290,7,7,3,1.0,2,1,1,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98108
2018-05-09,763000,47.5548673,-122.2788325,SEATTLE,RSL (M),368000,399000,1906,8400,860,7,0,4,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98118
2018-05-01,835000,47.59551888,-122.2909692,SEATTLE,NR3,579000,349000,1926,4000,1470,8,0,3,1.5,2,1,0,1,240,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,98144
2018-05-11,1205000,47.66263987,-122.2721859,SEATTLE,NR3,1176000,638000,1939,4000,2250,9,7,4,2.0,4,1,1,1,200,0,0,0,0,0,0,0,3,2,0,0,1,0,2018,98105
2018-05-08,760000,47.66457707,-122.3659392,SEATTLE,NR3,358000,340000,1944,3569,1120,7,0,4,1.5,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2018,98107
2018-05-08,770000,47.68217151,-122.3775247,SEATTLE,NR3,518000,319000,1908,5100,1250,7,0,3,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98117
2018-05-09,850000,47.66957585,-122.326578,SEATTLE,NR3,582000,374000,1906,4080,1770,7,6,3,1.5,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,98105
2018-05-09,875000,47.68280084,-122.282969,SEATTLE,NR3,714000,307000,1958,7015,1460,8,0,3,1.0,3,1,0,1,0,530,0,0,0,1,0,0,0,0,0,0,0,0,2018,98115
2018-05-01,703000,47.68666117,-122.3272097,SEATTLE,NR3,436000,432000,1930,3080,1640,8,6,3,1.0,3,1,1,0,200,0,0,0,0,3,0,0,0,0,0,0,0,0,2018,98115
2018-04-26,857000,47.53445727,-122.3789275,SEATTLE,NR3,341000,564000,1976,6120,2190,8,8,3,1.0,4,3,1,0,260,200,0,0,0,0,0,0,0,0,0,0,0,0,2018,98126
2018-05-04,744500,47.56818764,-122.3577152,SEATTLE,NR3,278000,456000,1911,4700,1300,7,0,5,1.5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98106
2018-05-09,1225000,47.64652049,-122.393305,SEATTLE,NR3,581000,721000,1931,6000,2450,9,7,4,1.5,3,1,1,1,200,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,98199
2018-05-11,452000,47.57332967,-122.3009653,SEATTLE,NR3,228000,324000,1932,3760,710,6,0,3,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98144
2018-05-08,1560000,47.67694924,-122.2954852,SEATTLE,NR3,802000,651000,1929,5850,3430,7,7,5,1.5,5,1,1,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,2018,98115
2018-05-09,540000,47.73043039,-122.3003344,SEATTLE,NR2,406000,258000,1952,7808,1020,7,0,3,1.0,3,1,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,2018,98125
2018-05-09,450000,47.55370596,-122.2852321,SEATTLE,RSL (M),532000,46000,1912,5800,890,6,0,3,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98118
2018-05-10,570000,47.5485541,-122.360113,SEATTLE,NR3,218000,325000,1954,5000,920,6,0,5,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98106
2018-05-10,468000,47.56504816,-122.2904179,SEATTLE,NR3,191000,623000,1983,3000,1240,7,0,5,2.0,3,1,0,1,100,160,0,0,0,0,0,0,3,3,0,0,0,0,2018,98118
2018-05-01,975000,47.5597275,-122.266058,SEATTLE,NR2,453000,639000,1926,5760,1800,8,0,5,1.5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98118
2018-05-09,700000,47.56345941,-122.3971481,SEATTLE,NR3,259000,526000,1998,2875,1650,7,0,3,2.0,3,2,0,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98116
2018-05-11,756000,47.6858763,-122.3204569,SEATTLE,NR3,320000,373000,1924,2710,850,6,6,4,1.0,2,1,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,2018,98115
2018-05-11,552500,47.58224714,-122.3033353,SEATTLE,RSL (M),416000,124000,1923,6000,720,5,0,4,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,98144
2018-05-09,675000,47.6975847,-122.3664299,SEATTLE,NR3,412000,238000,1946,6564,880,6,0,4,1.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,98117
2018-05-14,1005000,47.68407526,-122.3750638,SEATTLE,NR3,492000,548000,1930,4445,1800,7,6,5,1.5,3,1,1,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98117
2018-04-27,725000,47.57162187,-122.379994,SEATTLE,NR3,354000,436000,1921,5000,2280,7,6,3,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98126
2018-05-11,400000,47.50589833,-122.2628429,SEATTLE,NR2,178000,416000,1949,8327,1780,6,5,5,1.0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,98178
2018-05-04,807500,47.69460176,-122.3077594,SEATTLE,NR3,529000,244000,1943,9570,1300,7,5,4,1.0,2,1,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98115
2018-05-10,1007500,47.7064183,-122.3590757,SEATTLE,NR2,535000,690000,1983,6703,2310,7,7,5,1.5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98177
2018-05-10,768000,47.68275033,-122.3602883,SEATTLE,NR3,521000,357000,1916,4000,1760,6,6,3,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98117
2018-05-14,346500,47.56641183,-122.2937695,SEATTLE,NR3,293000,294000,1964,5000,970,6,0,4,1.0,3,1,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,2018,98108
2018-04-30,857000,47.68743567,-122.3140232,SEATTLE,NR3,489000,460000,1925,5700,1650,7,6,4,1.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98115
2018-05-10,422500,47.55735256,-122.3073484,SEATTLE,NR3,360000,285000,1941,9351,1030,7,0,5,1.0,2,2,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,2018,98108
2018-05-11,705000,47.57043842,-122.3758062,SEATTLE,NR3,328000,634000,1950,4000,2070,7,7,5,1.0,4,2,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,2018,98126
2018-05-15,1110000,47.69436521,-122.3937528,SEATTLE,NR2,586000,626000,1964,5100,2510,8,8,4,1.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98117
2018-05-15,683000,47.71749373,-122.2876396,SEATTLE,NR2,403000,338000,1940,5223,1560,7,6,4,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98125
2018-05-16,1305000,47.68799559,-122.3861723,SEATTLE,NR3,525000,455000,1930,4900,1430,8,0,3,1.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98117
2018-05-09,535000,47.53458648,-122.3854775,SEATTLE,NR3,334000,265000,1941,5100,870,7,0,3,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98136
2018-05-07,840000,47.51391715,-122.25347,SEATTLE,NR3,262000,508000,1905,6554,1910,7,6,4,1.5,4,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2018,98118
2018-05-14,563000,47.71588661,-122.2989743,SEATTLE,NR2,346000,238000,1927,10480,1680,6,5,3,1.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,98125
2018-05-14,397000,47.5117142,-122.2478486,SEATTLE,NR3,479000,84000,1925,6000,900,6,0,3,1.0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2018,98178
2018-05-15,800000,47.67068336,-122.2947112,SEATTLE,NR3,643000,432000,1952,4480,1960,7,7,4,1.0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98105
2018-05-07,480000,47.56897154,-122.3587368,SEATTLE,NR3,290000,266000,1920,5000,970,6,0,3,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98106
2018-05-09,895000,47.68931094,-122.3114499,SEATTLE,NR3,419000,494000,1929,3821,2050,7,6,3,1.5,4,2,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98115
2018-05-16,900000,47.69696721,-122.3130928,SEATTLE,NR3,482000,517000,1939,6380,2100,7,7,5,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98115
2018-05-10,870000,47.63952777,-122.3515576,SEATTLE,NR3,707000,469000,1903,5370,1920,6,6,5,1.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98109
2018-05-14,714000,47.56786988,-122.37705,SEATTLE,NR3,363000,422000,1925,5750,1770,6,6,3,1.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98126
2018-05-08,720000,47.71119374,-122.3133952,SEATTLE,NR2,401000,165000,1943,6900,1040,6,0,4,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,98125
